LOCATION,SUBJECT,TIME,VALUE
KOR,BEEF,1990,1.6e-06
KOR,BEEF,1991,5.0838427
KOR,BEEF,1992,5.6668585
KOR,BEEF,1993,5.2922887
KOR,BEEF,1994,5.6482206
KOR,BEEF,1995,6.481636
KOR,BEEF,1996,6.7125398
KOR,BEEF,1997,7.5866738
KOR,BEEF,1998,6.8074632
KOR,BEEF,1999,8.082899900000001
KOR,BEEF,2000,8.508174400000001
KOR,BEEF,2001,7.3800117
KOR,BEEF,2002,8.3948437
KOR,BEEF,2003,8.0970315
KOR,BEEF,2004,6.519128
KOR,BEEF,2005,6.0360875
KOR,BEEF,2006,6.7080044999999995
KOR,BEEF,2007,7.1268795
KOR,BEEF,2008,7.2783031000000005
KOR,BEEF,2009,7.5009594
KOR,BEEF,2010,8.068608900000001
KOR,BEEF,2011,8.918546300000001
KOR,BEEF,2012,9.0478273
KOR,BEEF,2013,9.4604836
KOR,BEEF,2014,10.0094944
KOR,BEEF,2015,10.1466934
KOR,BEEF,2016,10.1750314
KOR,BEEF,2017,10.5843168
KOR,BEEF,2018,10.904060000000001
KOR,BEEF,2019,11.034783599999999
KOR,BEEF,2020,11.1088488
KOR,BEEF,2021,11.2046194
KOR,BEEF,2022,11.2835774
KOR,PIG,1990,1.8000000000000001e-06
KOR,PIG,1991,9.9368056
KOR,PIG,1992,13.312459599999999
KOR,PIG,1993,13.4084959
KOR,PIG,1994,13.8272971
KOR,PIG,1995,14.3823323
KOR,PIG,1996,15.3481881
KOR,PIG,1997,15.1238375
KOR,PIG,1998,14.9038881
KOR,PIG,1999,17.093131500000002
KOR,PIG,2000,15.953732500000001
KOR,PIG,2001,16.5614698
KOR,PIG,2002,17.0111293
KOR,PIG,2003,20.8738965
KOR,PIG,2004,19.281399
KOR,PIG,2005,18.8529326
KOR,PIG,2006,22.7081767
KOR,PIG,2007,23.9419857
KOR,PIG,2008,24.1611035
KOR,PIG,2009,23.456991199999997
KOR,PIG,2010,24.3050074
KOR,PIG,2011,23.3975752
KOR,PIG,2012,24.2257425
KOR,PIG,2013,25.399295300000002
KOR,PIG,2014,25.78162
KOR,PIG,2015,28.0465623
KOR,PIG,2016,29.2072332
KOR,PIG,2017,29.601704100000003
KOR,PIG,2018,30.061545799999998
KOR,PIG,2019,30.82064
KOR,PIG,2020,31.123820600000002
KOR,PIG,2021,31.0749359
KOR,PIG,2022,31.086381
KOR,POULTRY,1990,5.5662316
KOR,POULTRY,1991,6.740594099999999
KOR,POULTRY,1992,7.522015400000001
KOR,POULTRY,1993,7.8134864
KOR,POULTRY,1994,7.8113815
KOR,POULTRY,1995,8.5033746
KOR,POULTRY,1996,9.086526
KOR,POULTRY,1997,8.493333
KOR,POULTRY,1998,7.4894525
KOR,POULTRY,1999,9.2527319
KOR,POULTRY,2000,9.6237245
KOR,POULTRY,2001,10.5088123
KOR,POULTRY,2002,10.8546547
KOR,POULTRY,2003,9.547354400000001
KOR,POULTRY,2004,8.436614
KOR,POULTRY,2005,10.8431427
KOR,POULTRY,2006,11.612633
KOR,POULTRY,2007,11.4346464
KOR,POULTRY,2008,11.3554546
KOR,POULTRY,2009,12.0794337
KOR,POULTRY,2010,13.258964800000001
KOR,POULTRY,2011,14.209396900000002
KOR,POULTRY,2012,14.262778699999998
KOR,POULTRY,2013,14.430729399999999
KOR,POULTRY,2014,16.1565768
KOR,POULTRY,2015,17.0669575
KOR,POULTRY,2016,17.4632443
KOR,POULTRY,2017,17.195695399999998
KOR,POULTRY,2018,17.9906233
KOR,POULTRY,2019,18.2311487
KOR,POULTRY,2020,18.383654
KOR,POULTRY,2021,18.601139800000002
KOR,POULTRY,2022,18.8349864
KOR,SHEEP,1990,0.1960585
KOR,SHEEP,1991,0.16018670000000002
KOR,SHEEP,1992,0.31036740000000007
KOR,SHEEP,1993,0.22854789999999997
KOR,SHEEP,1994,0.2785428
KOR,SHEEP,1995,0.2471544
KOR,SHEEP,1996,0.2093732
KOR,SHEEP,1997,0.1829635
KOR,SHEEP,1998,0.15225039999999998
KOR,SHEEP,1999,0.1275181
KOR,SHEEP,2000,0.1058738
KOR,SHEEP,2001,0.09017280000000001
KOR,SHEEP,2002,0.1044738
KOR,SHEEP,2003,0.1004905
KOR,SHEEP,2004,0.10847290000000001
KOR,SHEEP,2005,0.10981099999999999
KOR,SHEEP,2006,0.10507419999999999
KOR,SHEEP,2007,0.10437329999999999
KOR,SHEEP,2008,0.10244919999999999
KOR,SHEEP,2009,0.0949357
KOR,SHEEP,2010,0.1006055
KOR,SHEEP,2011,0.11479439999999999
KOR,SHEEP,2012,0.1180521
KOR,SHEEP,2013,0.1155594
KOR,SHEEP,2014,0.1533997
KOR,SHEEP,2015,0.1910518
KOR,SHEEP,2016,0.2420576
KOR,SHEEP,2017,0.31551409999999996
KOR,SHEEP,2018,0.30097490000000005
KOR,SHEEP,2019,0.3042353
KOR,SHEEP,2020,0.3075158
KOR,SHEEP,2021,0.31082350000000003
KOR,SHEEP,2022,0.3141659
